1.848591485979633120e+01	6.533811719883908076e+00	5.715264108003160537e+00	5.947807296896879592e+00	5.448135885612938267e+00
2.246400924648159858e+01	5.981546932419586682e+00	6.631582928499150320e+00	5.209856641103909780e+00	5.608477092964668564e+00
2.302987935388275886e+01	6.838701544852388459e+00	4.689303025222134380e+00	6.908705975009895361e+00	4.341752907136741335e+00
1.937861123437710376e+01	6.270209883891290303e+00	5.841623988049212457e+00	5.393620884367543056e+00	5.455662772064538757e+00
2.732079593645737603e+01	4.315810497413210989e+00	6.080021101160883568e+00	5.021501083853122438e+00	4.584449894313725515e+00
2.721593370977954862e+01	5.531641199834138156e+00	6.163834261136793558e+00	5.158807444813175103e+00	5.540388714046915020e+00
2.258525118173414015e+01	6.700484657129273991e+00	4.633578854948143366e+00	6.903112574355643183e+00	5.946828928916626289e+00
2.134511663136401083e+01	5.070915210088109859e+00	5.890422893762456091e+00	6.820250475005139812e+00	4.133217609578981211e+00
1.903533833161588618e+01	6.351475276242441126e+00	6.108824819715995780e+00	6.738800304548854037e+00	4.844597960389666724e+00
2.047012807294257186e+01	4.507404820954401536e+00	6.374520485694978866e+00	4.867202173767801732e+00	4.807573756979735435e+00
2.730908430025290556e+01	5.085683959401732679e+00	5.339281020077258688e+00	4.881581799849864289e+00	5.240088992077961194e+00
2.533160756571086480e+01	5.147183341100791232e+00	5.429803486807307067e+00	6.449750508938667970e+00	6.732953557582655790e+00
2.480697256561159136e+01	6.916146564933556284e+00	4.736365415440440430e+00	6.848911405692275522e+00	4.306400370212020157e+00
2.647097471790479517e+01	4.583155935639431355e+00	4.540274229617868862e+00	5.047266352289829783e+00	4.137839362227692774e+00
2.799072334232171499e+01	6.134982347506525713e+00	5.473842344471576027e+00	6.762576521997877066e+00	5.462435375809279847e+00
2.355786643095900956e+01	6.197830922367419504e+00	4.679516196032100339e+00	4.821621244315741350e+00	4.498198653244765310e+00
2.569735006671945854e+01	6.241034248783136285e+00	4.804513117356609797e+00	6.822697324020682963e+00	5.701813400115146813e+00
2.799943123861429584e+01	4.565242589357536573e+00	4.370530356037833464e+00	4.686334134098922632e+00	4.364167161991044708e+00
1.807763852906588653e+01	5.165761616022717995e+00	6.421889254365228616e+00	6.333398333811850911e+00	5.529109317196244433e+00
2.697092664182586574e+01	4.136909711020386737e+00	5.462264038954910639e+00	6.508905847161277514e+00	6.460271926489857819e+00
2.146624975990387085e+01	4.442515782909485900e+00	4.438498428961565878e+00	6.562406969780183452e+00	6.123447282768687217e+00
2.016875963353871271e+01	4.575762520898618568e+00	6.456000935450869171e+00	4.987641962935241757e+00	6.955776396236788450e+00
2.652072008672869075e+01	6.272517864209687488e+00	5.782994769237850718e+00	4.712634729143251100e+00	5.662550560132380895e+00
2.122296218908199705e+01	4.116442765647221336e+00	5.447616422853031715e+00	4.645256150270214768e+00	4.887582141576533701e+00
2.305166263828508022e+01	6.092009790217522536e+00	4.645827893656765184e+00	6.520764631601142725e+00	4.081664680848112070e+00
2.343639851542091890e+01	5.149718079137358018e+00	5.739471247865965964e+00	5.806619221768209549e+00	5.766624144664798557e+00
2.123109397419205635e+01	4.119669884014271588e+00	4.474813678546988527e+00	4.784562173194222723e+00	6.473249197579414194e+00
2.437833245416491579e+01	6.555127127863650927e+00	5.098947210840548472e+00	6.577462481613264522e+00	4.582430407430574171e+00
1.931005680016427917e+01	4.226788713693741428e+00	5.700654867555506655e+00	6.886912516731190870e+00	6.008525770909454167e+00
1.836976050227285384e+01	5.453792645871180511e+00	5.764989318759641712e+00	5.554981347175242057e+00	5.182849885503172160e+00
2.575680613636852101e+01	6.708366302239541668e+00	6.918089283302228942e+00	6.051447094872593802e+00	5.799892090953110646e+00
2.455060099250117744e+01	4.959958094720048116e+00	5.673405831491063367e+00	5.100485366973853907e+00	6.795389760374052734e+00
2.113699573686605149e+01	5.073661953260879542e+00	5.663442666538022863e+00	4.195716967495213723e+00	6.333527272059026103e+00
1.943878514014771497e+01	6.911426614135038449e+00	6.439060737650170729e+00	6.415588019326742497e+00	4.240206068065175415e+00
2.564533460975337320e+01	4.105366272208886613e+00	4.017552195026635964e+00	4.271552650084111669e+00	5.368198023968988153e+00
1.847698589780334899e+01	4.513894101032971840e+00	5.081059459547258683e+00	6.265584817196705458e+00	6.038370909285921684e+00
1.918396592631492581e+01	4.378665372997326166e+00	6.966357453035767477e+00	4.970580287924305729e+00	6.978024603289445515e+00
2.241052659242324552e+01	5.591544281143653095e+00	6.085661358090151296e+00	6.570816410923124629e+00	6.816510566433754192e+00
2.648059563257974247e+01	5.485902281170261574e+00	6.879445697006246974e+00	4.791859019845871259e+00	4.095528379443006628e+00
2.661114859594679061e+01	6.177240400173660717e+00	4.596339000735023994e+00	4.108761661130511555e+00	4.087819990516296187e+00
2.596039510210151136e+01	4.121046134757928137e+00	4.443051553463738479e+00	5.513404096581118630e+00	5.517223836695889894e+00
2.158841837049800816e+01	4.159624131804871894e+00	5.742355905703012020e+00	5.655697953072591488e+00	5.506744648317721591e+00
2.120466339823061475e+01	5.551784571644520661e+00	5.378347461443387267e+00	4.084126883435241773e+00	5.264354820394808954e+00
2.483242000419064510e+01	4.098039230920686116e+00	6.804825205136560307e+00	6.403125652637651655e+00	5.568169992411291958e+00
2.578517268000495122e+01	4.393337429095137914e+00	4.251481326477339451e+00	4.285845231439406433e+00	4.389740778014425970e+00
2.426343864651571991e+01	5.847294462923395386e+00	5.166610131942043438e+00	5.873981910640728721e+00	4.798177246519324868e+00
2.284727710008530366e+01	4.664804145609843467e+00	5.507751212267155694e+00	6.971124344744286994e+00	4.760154359472396735e+00
2.664705916127703844e+01	6.867177555325076455e+00	5.919962648881906375e+00	5.560638085518516682e+00	4.070883232691951292e+00
2.471312164802549560e+01	6.247063800006734446e+00	6.188191548550777910e+00	5.852608320511257567e+00	4.074372855163008289e+00
1.995614650880334651e+01	5.054085093016554175e+00	4.520144615362665874e+00	6.550678850003031961e+00	5.319589254130500322e+00
2.163713439444181219e+01	4.832408676484472032e+00	4.960475641500041277e+00	5.538881449013856262e+00	5.594863558503234024e+00
2.522055549227136595e+01	5.623088342873546530e+00	4.303522573885851799e+00	4.641475041400789259e+00	5.611100061616348889e+00
2.714113440850071868e+01	5.594823593941510964e+00	5.578461134260678911e+00	6.105133190531470078e+00	5.428174638932277141e+00
2.619423526176026229e+01	6.112041497093661846e+00	5.111575758927372704e+00	4.246712458353561814e+00	5.785198188562193700e+00
